Investor;Time of investment;Company;Industry;Vertical;Employees;Postal code;Region;Invested amount (DKK);Source;# of investors in round;CVR;GP2019;GP2020;GP2021;GP2022;Valuta ;AvgYearlyGrowth;InvestorCountry;# Danish investors;# intertiol investors;Time of first venture investment in company;Series;Betweenness;Degree_centralization;Normalized_degree_centralization;Binary_degree_centralization;Binary_normalized_degree_centralization
Right Side Capital Magement;2017-02-01 00.00.00;Ernit;IT;Fintech;3;1850;Hovedstaden;5000000;berlingske.dk;2;36920920;;;;;-;;US;1;1;2017-02-01 00.00.00;Pre-Seed;0;0;0;0;0
Insight Venture Partners;2018-02-01 00.00.00;Templafy;IT;SaaS/Enterprise solutions;28;1403;Hovedstaden;100000000;templafy.com;3;25662946;-10211000;-27525000;8200000;;DKK;;US;1;2;2014-06-01 00.00.00;Late-stage;0;2;0,045454545;2;0,054054054
AMP Ventures;2017-06-01 00.00.00;Spektral;IT;AI;14,5;1850;Hovedstaden;20000000;innovationsfonden.dk;2;33591926;;;;;-;;US;0;2;2015-03-01 00.00.00;Seed;0;1;0,022727273;1;0,027027027
Bose Ventures;2019-03-01 00.00.00;Whispr;IT;AI;;1573;Hovedstaden;5000000;berlingske.dk;2;40154426;;;;;-;;US;0;2;2019-03-01 00.00.00;Pre-Seed;0;0;0;0;0
LiteCap;2017-06-01 00.00.00;Spektral;IT;AI;14,5;1850;Hovedstaden;20000000;innovationsfonden.dk;2;33591926;;;;;-;;US;0;2;2015-03-01 00.00.00;Seed;143;3;0,068181818;3;0,081081081
14W;2019-09-01 00.00.00;Simple Feast;Other;FoodTech;19;1432;Hovedstaden;225000000;sifted.eu;4;36464127;-25177000;-2352000;-5391000;;DKK;;US;1;3;2018-08-01 00.00.00;Late-stage;0;3;0,068181818;3;0,081081081
14W;2018-08-01 00.00.00;Simple Feast;Other;FoodTech;16;1432;Hovedstaden;78000000;borsen.dk;4;36464127;-25177000;-2352000;-5391000;;DKK;;US;1;3;2018-08-01 00.00.00;Early-stage;0;3;0,068181818;3;0,081081081
1Up Ventures;2019-09-01 00.00.00;BetaDwarf;Other;Gaming;9;2400;Hovedstaden;44000000;berlingske.dk;4;34729077;4828000;10218000;4239000;2356000;DKK;;US;0;4;2012-01-01 00.00.00;Early-stage;0;3;0,068181818;3;0,081081081
Aquiline;2019-01-01 00.00.00;GAN Integrity Solutions;IT;SaaS/Enterprise solutions;38;1306;Hovedstaden;100000000;borsen.dk;5;28279779;9431000;19308000;19795000;;DKK;;US;1;4;2017-08-01 00.00.00;Late-stage;0;4;0,090909091;4;0,108108108
AV8 Ventures;2019-09-01 00.00.00;Uizard Technologies;IT;AI;4;1456;Hovedstaden;18500000;nordic9.com;4;39165341;-1734000;-2072000;-7521000;;DKK;;US;1;3;2018-05-01 00.00.00;Seed;0;6;0,136363636;6;0,162162162
Bonfire Ventures;2018-06-01 00.00.00;NordSense;CleanTech;CleanTech;9;1256;Hovedstaden;13000000;borsen.dk;4;36693347;-5977000;-7302000;-9794000;;DKK;;US;0;4;2017-09-01 00.00.00;Seed;0;3;0,068181818;3;0,081081081
Chicago Ventures;2019-01-01 00.00.00;GAN Integrity Solutions;IT;SaaS/Enterprise solutions;38;1306;Hovedstaden;100000000;borsen.dk;5;28279779;9431000;19308000;19795000;;DKK;;US;1;4;2017-08-01 00.00.00;Late-stage;0;4;0,090909091;4;0,108108108
Commerce Ventures;2018-12-01 00.00.00;Cylindo;IT;SaaS/Marketing;1;2300;Hovedstaden;13000000;bootstrapping.dk;2;34478171;2897000;10643000;22925000;29239000;DKK;;US;0;2;2014-06-01 00.00.00;Seed-Bridge;0;2;0,045454545;2;0,054054054
CourtsideVC;2019-07-01 00.00.00;Veo (Veo Technologies);IT;AI;13;2200;Hovedstaden;40000000;borsen.dk;1;37240834;3779000;9414000;7570000;;DKK;;US;0;1;2017-06-01 00.00.00;Early-Bridge;0;2;0,045454545;2;0,054054054
e.ventures;2019-07-01 00.00.00;Podimo;IT;SaaS/Digital Media;15;1202;Hovedstaden;45000000;techcrunch.com;2;40447024;-16883448;-24652000;-55527000;;DKK;;US;1;1;2019-07-01 00.00.00;Early-stage;285;3;0,068181818;3;0,081081081
e.ventures;2019-04-01 00.00.00;Leapwork;IT;SaaS/Enterprise solutions;10;2000;Hovedstaden;66000000;computerworld.dk;2;36924225;2224000;8611000;-39717000;;DKK;;US;0;2;2019-04-01 00.00.00;Early-stage;285;3;0,068181818;3;0,081081081
e.ventures;2019-02-01 00.00.00;ViaBill;IT;Fintech;20;8000;Midtjylland;65000000;fins.borsen.dk;2;33245564;;;;;DKK;;US;0;2;2012-07-01 00.00.00;Early-stage;285;3;0,068181818;3;0,081081081
Edison Partners;2019-01-01 00.00.00;GAN Integrity Solutions;IT;SaaS/Enterprise solutions;38;1306;Hovedstaden;100000000;borsen.dk;5;28279779;9431000;19308000;19795000;;DKK;;US;1;4;2017-08-01 00.00.00;Late-stage;0;4;0,090909091;4;0,108108108
Entangled Group;2019-04-01 00.00.00;Labster;IT;SaaS/EdTech;35;1434;Hovedstaden;140000000;horten.dk;7;34457808;6210000;33904000;-72268000;;DKK;;US;0;7;2017-09-01 00.00.00;Late-stage;0;6;0,136363636;6;0,162162162
Everblue Magement;2019-09-01 00.00.00;BetaDwarf;Other;Gaming;9;2400;Hovedstaden;44000000;berlingske.dk;4;34729077;4828000;10218000;4239000;2356000;DKK;;US;0;4;2012-01-01 00.00.00;Early-stage;0;3;0,068181818;3;0,081081081
Evolution Equity Partners;2017-04-01 00.00.00;LogPoint;IT;SaaS/Security;14,5;2100;Hovedstaden;64500000;logpoint.com;1;26301939;5266000;9876000;2853000;;DKK;;US;0;1;2012-01-01 00.00.00;Early-stage;0;0;0;0;0
Gradient Ventures;2019-11-01 00.00.00;Contractbook;IT;LegalTech;7;2150;Hovedstaden;26000000;techsavvy.media;2;36890649;-1522000;-2778000;-12929000;;DKK;;US;1;1;2019-11-01 00.00.00;Early-stage;0;1;0,022727273;1;0,027027027
Insight Venture Partners;2018-11-01 00.00.00;Templafy;IT;SaaS/Enterprise solutions;28;1403;Hovedstaden;95000000;templafy.com;4;25662946;-10211000;-27525000;8200000;;DKK;;US;2;2;2014-06-01 00.00.00;Growth;0;2;0,045454545;2;0,054054054
LDV Capital;2019-09-01 00.00.00;Uizard Technologies;IT;AI;4;1456;Hovedstaden;18500000;nordic9.com;4;39165341;-1734000;-2072000;-7521000;;DKK;;US;1;3;2018-05-01 00.00.00;Seed;0;6;0,136363636;6;0,162162162
LDV Capital;2018-05-01 00.00.00;Uizard Technologies;IT;AI;4;1456;Hovedstaden;5000000;itu.dk;5;39165341;-1734000;-2072000;-7521000;;DKK;;US;1;4;2018-05-01 00.00.00;Pre-Seed;0;6;0,136363636;6;0,162162162
Learn Capital;2017-12-01 00.00.00;Peergrade;IT;SaaS/EdTech;8;2200;Hovedstaden;9450000;marketbrief.edweek.org;6;36999551;1685000;521000;230000;2350000;DKK;;US;2;4;2016-08-01 00.00.00;Seed;0;6;0,136363636;6;0,162162162
LiteCap;2018-12-01 00.00.00;Cylindo;IT;SaaS/Marketing;1;2300;Hovedstaden;13000000;bootstrapping.dk;2;34478171;2897000;10643000;22925000;29239000;DKK;;US;0;2;2014-06-01 00.00.00;Seed-Bridge;143;3;0,068181818;3;0,081081081
Makers Fund;2019-09-01 00.00.00;BetaDwarf;Other;Gaming;9;2400;Hovedstaden;44000000;berlingske.dk;4;34729077;4828000;10218000;4239000;2356000;DKK;;US;0;4;2012-01-01 00.00.00;Early-stage;0;3;0,068181818;3;0,081081081
Mission OG;2019-01-01 00.00.00;GAN Integrity Solutions;IT;SaaS/Enterprise solutions;38;1306;Hovedstaden;100000000;borsen.dk;5;28279779;9431000;19308000;19795000;;DKK;;US;1;4;2017-08-01 00.00.00;Late-stage;0;4;0,090909091;4;0,108108108
New Enterprise Associates;2018-06-01 00.00.00;NordSense;CleanTech;CleanTech;9;1256;Hovedstaden;13000000;borsen.dk;4;36693347;-5977000;-7302000;-9794000;;DKK;;US;0;4;2017-09-01 00.00.00;Seed;0;3;0,068181818;3;0,081081081
New York Venture;2019-09-01 00.00.00;Uizard Technologies;IT;AI;4;1456;Hovedstaden;18500000;nordic9.com;4;39165341;-1734000;-2072000;-7521000;;DKK;;US;1;3;2018-05-01 00.00.00;Seed;0;6;0,136363636;6;0,162162162
New York Venture;2018-05-01 00.00.00;Uizard Technologies;IT;AI;4;1456;Hovedstaden;5000000;itu.dk;5;39165341;-1734000;-2072000;-7521000;;DKK;;US;1;4;2018-05-01 00.00.00;Pre-Seed;0;6;0,136363636;6;0,162162162
Nokia Growth Partners Capital;2018-12-01 00.00.00;NIL Technology;Industry;Advanced manufacturing;15;2800;Hovedstaden;47000000;bootstrapping.dk;2;29310203;5422000;-6577000;-2103000;;DKK;;US;0;2;2006-04-01 00.00.00;Early-stage;0;1;0,022727273;1;0,027027027
Owl Ventures;2019-04-01 00.00.00;Labster;IT;SaaS/EdTech;35;1434;Hovedstaden;140000000;horten.dk;7;34457808;6210000;33904000;-72268000;;DKK;;US;0;7;2017-09-01 00.00.00;Late-stage;0;6;0,136363636;6;0,162162162
RHIA Venture;2019-08-01 00.00.00;OUI (Cirqle Biomedical Contraception);Life Science;MedTech;;2200;Hovedstaden;12000000;biospace.com;2;39865769;-1094000;-4133000;-5769000;;DKK;;US;1;1;2019-08-01 00.00.00;Seed;0;1;0,022727273;1;0,027027027
Rincon Venture Partners;2018-06-01 00.00.00;NordSense;CleanTech;CleanTech;9;1256;Hovedstaden;13000000;borsen.dk;4;36693347;-5977000;-7302000;-9794000;;DKK;;US;0;4;2017-09-01 00.00.00;Seed;0;3;0,068181818;3;0,081081081
Root Ventures;2018-06-01 00.00.00;NordSense;CleanTech;CleanTech;9;1256;Hovedstaden;13000000;borsen.dk;4;36693347;-5977000;-7302000;-9794000;;DKK;;US;0;4;2017-09-01 00.00.00;Seed;0;3;0,068181818;3;0,081081081
Scale Capital;2017-03-01 00.00.00;Donkey Republic;Other;Mobility;;2300;Hovedstaden;;;4;38049488;3340000;-7152000;4004000;;DKK;;US;2;2;2016-07-01 00.00.00;Seed-Bridge;0;4;0,090909091;4;0,108108108
Science;2017-06-01 00.00.00;Empirical Spirits;Other;FoodTech;;1432;Hovedstaden;;;2;38124706;-13117000;-8431000;-11409000;;DKK;;US;0;2;2017-06-01 00.00.00;Pre-Seed;0;1;0,022727273;1;0,027027027
Skylark Partners;2019-02-01 00.00.00;Rokoko;Industry;IoT/Hardware;18;1129;Hovedstaden;19000000;crunchbase.com;4;35680667;-125000;5164000;-474000;;DKK;;US;1;3;2015-04-01 00.00.00;Seed-Bridge;0;4;0,090909091;4;0,108108108
Socii Capital;2019-02-01 00.00.00;Lur;IT;Fintech;50;8000;Midtjylland;97000000;techsavvy.media;3;36982837;-79736000;19806000;89608000;;DKK;;US;1;2;2015-08-01 00.00.00;Growth;0;4;0,090909091;4;0,108108108
Socii Capital;2019-08-01 00.00.00;Lur;IT;Fintech;50;8000;Midtjylland;195000000;fins.dk;4;36982837;-79736000;19806000;89608000;;DKK;;US;2;2;2015-08-01 00.00.00;Growth;0;4;0,090909091;4;0,108108108
Sofinnova Ventures;2019-06-01 00.00.00;Afyx Therapeutics;Life Science;BioTech;3;2300;Hovedstaden;86000000;fins.dk;3;35839739;-52476000;-36231000;27442000;;DKK;;US;2;1;2017-05-01 00.00.00;Late-stage;0;2;0,045454545;2;0,054054054
Sofinnova Ventures;2017-05-01 00.00.00;Afyx Therapeutics;Life Science;BioTech;1;2900;Hovedstaden;120000000;afyxtx.com;3;35839739;-52476000;-36231000;27442000;;DKK;;US;2;1;2017-05-01 00.00.00;Late-stage;0;2;0,045454545;2;0,054054054
Sparkland Capital;2019-02-01 00.00.00;Rokoko;Industry;IoT/Hardware;18;1129;Hovedstaden;19000000;crunchbase.com;4;35680667;-125000;5164000;-474000;;DKK;;US;1;3;2015-04-01 00.00.00;Seed-Bridge;0;4;0,090909091;4;0,108108108
Stripes Group;2019-05-01 00.00.00;Pleo;IT;Fintech;50;2200;Hovedstaden;375000000;berlingske.dk;4;36538686;-18463000;-52417000;-156809000;;DKK;;US;1;3;2016-09-01 00.00.00;Growth;0;3;0,068181818;3;0,081081081
Sunley House Capital Magement;2019-03-01 00.00.00;Trustpilot;IT;Social/Platform Software;310;1112;Hovedstaden;360000000;børsen.dk;6;30276582;325506000;453956000;499335000;;DKK;;US;1;5;2011-01-01 00.00.00;Growth;0;4;0,090909091;4;0,108108108
Techammer;2016-01-01 00.00.00;Astralis;IT;E-sport;;7000;Syddanmark;;nyheder.tv2.dk;2;34598193;-7000;15000;-11000;;DKK;;US;1;1;2016-01-01 00.00.00;Pre-Seed;0;1;0,022727273;1;0,027027027
TriplePoint Capital;2019-10-01 00.00.00;LifeX;Other;Real Estate;5;1717;Hovedstaden;56000000;berlingske.dk;3;38502824;-3918000;-3599000;635000;;DKK;;US;1;2;2018-11-01 00.00.00;Early-Bridge;0;3;0,068181818;3;0,081081081
Vedere Ventures;2018-01-01 00.00.00;Motosumo (MO2TION TECHNOLOGY INNOVATION);IT;HealthTech;8;2200;Hovedstaden;;;2;35660720;-525000;-1222000;-5912000;-10509000;DKK;;US;1;1;2016-02-01 00.00.00;Seed;0;2;0,045454545;2;0,054054054
Y Combitor;2016-03-01 00.00.00;Soundboks;Other;Audio;7;1113;Hovedstaden;;;2;36457597;14745000;29567000;49079000;;DKK;;US;0;2;2016-03-01 00.00.00;Pre-Seed;0;1;0,022727273;1;0,027027027
Zillionize Angel;2016-03-01 00.00.00;Soundboks;Other;Audio;7;1113;Hovedstaden;;;2;36457597;14745000;29567000;49079000;;DKK;;US;0;2;2016-03-01 00.00.00;Pre-Seed;0;1;0,022727273;1;0,027027027
Bristol-Myers Squibb;2018-10-01 00.00.00;Galecto;Life Science;BioTech;5;2200;Hovedstaden;590000000;medwatch.dk;10;34878366;2423000;4884000;9407000;12287000;EUR;;US;3;7;2012-05-01 00.00.00;Growth;0;9;0,204545455;9;0,243243243
Maverick Ventures;2018-10-01 00.00.00;Galecto;Life Science;BioTech;5;2200;Hovedstaden;590000000;medwatch.dk;10;34878366;2423000;4884000;9407000;12287000;EUR;;US;3;7;2012-05-01 00.00.00;Growth;0;9;0,204545455;9;0,243243243
OrbiMed;2018-10-01 00.00.00;Galecto;Life Science;BioTech;5;2200;Hovedstaden;590000000;medwatch.dk;10;34878366;2423000;4884000;9407000;12287000;EUR;;US;3;7;2012-05-01 00.00.00;Growth;0;9;0,204545455;9;0,243243243
Summit Partners;2018-08-01 00.00.00;OnRobot;Industry;Robotics & Drones;90;5220;Syddanmark;;;2;36492449;-10502000;-13415000;-11317000;-10074000;EUR;;US;1;1;2016-10-01 00.00.00;Seed-Bridge;0;2;0,045454545;2;0,054054054
Dawn Capital;2018-11-01 00.00.00;Templafy;IT;SaaS/Enterprise solutions;28;1403;Hovedstaden;95000000;templafy.com;4;25662946;-10211000;-27525000;8200000;;DKK;;UK,Seed Capital;2;2;2014-06-01 00.00.00;Growth;0;2;0,045454545;2;0,054054054
Greyhound Capital;2019-08-01 00.00.00;Lur;IT;Fintech;50;8000;Midtjylland;195000000;fins.dk;4;36982837;-79736000;19806000;89608000;;DKK;;UK,Seed Capital;2;2;2015-08-01 00.00.00;Growth;0;4;0,090909091;4;0,108108108
Northzone Ventures;2019-03-01 00.00.00;Trustpilot;IT;Social/Platform Software;310;1112;Hovedstaden;360000000;børsen.dk;6;30276582;325506000;453956000;499335000;;DKK;;UK,Seed Capital;1;5;2011-01-01 00.00.00;Growth;560;10;0,227272727;10;0,27027027
7percent Ventures;2018-05-01 00.00.00;Uizard Technologies;IT;AI;4;1456;Hovedstaden;5000000;itu.dk;5;39165341;-1734000;-2072000;-7521000;;DKK;;UK;1;4;2018-05-01 00.00.00;Pre-Seed;0;6;0,136363636;6;0,162162162
Atomico;2019-03-01 00.00.00;Peakon;IT;SaaS/Enterprise solutions;32;1422;Hovedstaden;230000000;computerworld.dk;5;36469277;-102097000;-43362000;;-299486000;DKK;;UK;1;4;2015-03-01 00.00.00;Growth;0;5;0,113636364;5;0,135135135
Balderton Capital;2018-02-01 00.00.00;Peakon;IT;SaaS/Enterprise solutions;32;1422;Hovedstaden;130000000;techsavvy.media;4;36469277;-102097000;-43362000;;-299486000;DKK;;UK;1;3;2015-03-01 00.00.00;Late-stage;674,6064001;14;0,318181818;14;0,378378378
Balderton Capital;2019-09-01 00.00.00;Simple Feast;Other;FoodTech;19;1432;Hovedstaden;225000000;sifted.eu;4;36464127;-25177000;-2352000;-5391000;;DKK;;UK;1;3;2018-08-01 00.00.00;Late-stage;674,6064001;14;0,318181818;14;0,378378378
Balderton Capital;2019-03-01 00.00.00;Peakon;IT;SaaS/Enterprise solutions;32;1422;Hovedstaden;230000000;computerworld.dk;5;36469277;-102097000;-43362000;;-299486000;DKK;;UK;1;4;2015-03-01 00.00.00;Growth;674,6064001;14;0,318181818;14;0,378378378
Balderton Capital;2017-09-01 00.00.00;Labster;IT;SaaS/EdTech;26;1434;Hovedstaden;62000000;horten.dk;2;34457808;6210000;33904000;-72268000;;DKK;;UK;0;2;2017-09-01 00.00.00;Early-stage;674,6064001;14;0,318181818;14;0,378378378
Balderton Capital;2019-04-01 00.00.00;Labster;IT;SaaS/EdTech;35;1434;Hovedstaden;140000000;horten.dk;7;34457808;6210000;33904000;-72268000;;DKK;;UK;0;7;2017-09-01 00.00.00;Late-stage;674,6064001;14;0,318181818;14;0,378378378
Balderton Capital;2018-08-01 00.00.00;Simple Feast;Other;FoodTech;16;1432;Hovedstaden;78000000;borsen.dk;4;36464127;-25177000;-2352000;-5391000;;DKK;;UK;1;3;2018-08-01 00.00.00;Early-stage;674,6064001;14;0,318181818;14;0,378378378
Black Swan Equity Partners;2017-03-01 00.00.00;BlueTown;Industry;IoT/Hardware;33;2100;Hovedstaden;14000000;berlingske.dk;2;30075277;-17844000;-6233000;-12021000;-9265000;DKK;;UK;1;1;2017-03-01 00.00.00;Pre-Seed;0;1;0,022727273;1;0,027027027
Crane Venture Partnres;2019-11-01 00.00.00;Forecast;IT;SaaS/Enterprise solutions;17;1360;Hovedstaden;37000000;techcrunch.com;3;38019651;-1118000;-9588000;-1467000;-35090000;DKK;;UK;2;1;2017-04-01 00.00.00;Early-stage;0;2;0,045454545;2;0,054054054
Dawn Capital;2018-02-01 00.00.00;Templafy;IT;SaaS/Enterprise solutions;28;1403;Hovedstaden;100000000;templafy.com;3;25662946;-10211000;-27525000;8200000;;DKK;;UK;1;2;2014-06-01 00.00.00;Late-stage;0;2;0,045454545;2;0,054054054
DN Capital;2019-04-01 00.00.00;Leapwork;IT;SaaS/Enterprise solutions;10;2000;Hovedstaden;66000000;computerworld.dk;2;36924225;2224000;8611000;-39717000;;DKK;;UK;0;2;2019-04-01 00.00.00;Early-stage;0;1;0,022727273;1;0,027027027
Draper Esprit;2019-03-01 00.00.00;Trustpilot;IT;Social/Platform Software;310;1112;Hovedstaden;360000000;børsen.dk;6;30276582;325506000;453956000;499335000;;DKK;;UK;1;5;2011-01-01 00.00.00;Growth;0;4;0,090909091;4;0,108108108
Draper Esprit;2017-01-01 00.00.00;Trustpilot;IT;Social/Platform Software;257;1112;Hovedstaden;47190000;finsmes.com;1;30276582;325506000;453956000;499335000;;DKK;;UK;0;1;2011-01-01 00.00.00;Early-Bridge;0;4;0,090909091;4;0,108108108
Emerge Education;2016-12-01 00.00.00;Peergrade;IT;SaaS/EdTech;4;1651;Hovedstaden;;;2;36999551;1685000;521000;230000;2350000;DKK;;UK;0;2;2016-08-01 00.00.00;Pre-Seed;0;6;0,136363636;6;0,162162162
Greyhound Capital;2019-02-01 00.00.00;Lur;IT;Fintech;50;8000;Midtjylland;97000000;techsavvy.media;3;36982837;-79736000;19806000;89608000;;DKK;;UK;1;2;2015-08-01 00.00.00;Growth;0;4;0,090909091;4;0,108108108
Index Ventures;2019-03-01 00.00.00;Trustpilot;IT;Social/Platform Software;310;1112;Hovedstaden;360000000;børsen.dk;6;30276582;325506000;453956000;499335000;;DKK;;UK;1;5;2011-01-01 00.00.00;Growth;0;4;0,090909091;4;0,108108108
Kennet Partners;2019-07-01 00.00.00;eloomi;IT;SaaS/EdTech;22;2100;Hovedstaden;75000000;vf.dk;2;36699752;8970000;17393000;17593000;21392000;DKK;;UK;1;1;2015-10-01 00.00.00;Early-stage;0;1;0,022727273;1;0,027027027
Kreos Capital;2018-08-01 00.00.00;Planday;IT;SaaS/Enterprise solutions;83;2300;Hovedstaden;261000000;børsen.dk;5;27666248;15794000;25232000;;50206000;DKK;;UK;0;5;2014-05-01 00.00.00;Late-stage;0;5;0,113636364;5;0,135135135
London Venture Partners;2019-09-01 00.00.00;BetaDwarf;Other;Gaming;9;2400;Hovedstaden;44000000;berlingske.dk;4;34729077;4828000;10218000;4239000;2356000;DKK;;UK;0;4;2012-01-01 00.00.00;Early-stage;0;3;0,068181818;3;0,081081081
London Venture Partners;2018-04-01 00.00.00;BetaDwarf;Other;Gaming;9;2400;Hovedstaden;9000000;fins.dk;1;34729077;4828000;10218000;4239000;2356000;DKK;;UK;0;1;2012-01-01 00.00.00;Seed;0;3;0,068181818;3;0,081081081
Miroma Ventures;2017-06-01 00.00.00;Empirical Spirits;Other;FoodTech;;1432;Hovedstaden;;;2;38124706;-13117000;-8431000;-11409000;;DKK;;UK;0;2;2017-06-01 00.00.00;Pre-Seed;0;1;0,022727273;1;0,027027027
Northzone Ventures;2019-04-01 00.00.00;Labster;IT;SaaS/EdTech;35;1434;Hovedstaden;140000000;horten.dk;7;34457808;6210000;33904000;-72268000;;DKK;;UK;0;7;2017-09-01 00.00.00;Late-stage;560;10;0,227272727;10;0,27027027
Northzone Ventures;2017-09-01 00.00.00;Labster;IT;SaaS/EdTech;26;1434;Hovedstaden;62000000;horten.dk;2;34457808;6210000;33904000;-72268000;;DKK;;UK;0;2;2017-09-01 00.00.00;Early-stage;560;10;0,227272727;10;0,27027027
Seedcamp;2019-09-01 00.00.00;Pento;IT;Fintech;5;8000;Midtjylland;18000000;techsavvy.media;2;37959383;-553000;-805000;-8522000;;DKK;;UK;0;2;2017-10-01 00.00.00;Seed;14,28261874;4;0,090909091;4;0,108108108
Seedcamp;2019-09-01 00.00.00;Dreamdata.io;IT;SaaS/Marketing;3;2791;Hovedstaden;3500000;seedcamp.com;3;39855224;-327000;-1402000;-2685000;;DKK;;UK;2;1;2019-09-01 00.00.00;Pre-Seed;14,28261874;4;0,090909091;4;0,108108108
Seraphim Capital;2019-01-01 00.00.00;Quadsat;Industry;Robotics & Drones;1;5270;Syddanmark;5000000;vf.dk;2;38495224;-465000;-5117000;-1370000;;DKK;;UK;1;1;2019-01-01 00.00.00;Pre-Seed;0;1;0,022727273;1;0,027027027
Sweet Capital;2018-08-01 00.00.00;Simple Feast;Other;FoodTech;16;1432;Hovedstaden;78000000;borsen.dk;4;36464127;-25177000;-2352000;-5391000;;DKK;;UK;1;3;2018-08-01 00.00.00;Early-stage;0;3;0,068181818;3;0,081081081
Sweet Capital;2019-09-01 00.00.00;Simple Feast;Other;FoodTech;19;1432;Hovedstaden;225000000;sifted.eu;4;36464127;-25177000;-2352000;-5391000;;DKK;;UK;1;3;2018-08-01 00.00.00;Late-stage;0;3;0,068181818;3;0,081081081
Vitruvian Partners;2019-03-01 00.00.00;Trustpilot;IT;Social/Platform Software;310;1112;Hovedstaden;360000000;børsen.dk;6;30276582;325506000;453956000;499335000;;DKK;;UK;1;5;2011-01-01 00.00.00;Growth;0;4;0,090909091;4;0,108108108
Wellcome Trust;2016-11-01 00.00.00;Acesion Pharma;Life Science;BioTech;14,5;2200;Hovedstaden;67795000;acesionpharma.com;2;34083738;-35794000;;;;DKK;;UK;1;1;2011-12-01 00.00.00;Early-Bridge;0;2;0,045454545;2;0,054054054
West Hill Capital;2018-05-01 00.00.00;Resen Waves;CleanTech;CleanTech;1;2800;Hovedstaden;8500000;energy-supply.dk;1;21649880;-1502000;-783000;-574000;;DKK;;UK;0;1;2018-05-01 00.00.00;Seed;0;0;0;0;0
Arix Bioscience;2019-09-01 00.00.00;Stipe Therapeutics;Life Science;BioTech;;8230;Midtjylland;149000000;medwatch.dk;4;39691175;-1331000;-2949000;-4087000;;EUR;;UK;2;2;2019-09-01 00.00.00;Late-stage;0;3;0,068181818;3;0,081081081
RB Investments;2017-10-01 00.00.00;Nustay;IT;Social/Platform Software;3;1411;Hovedstaden;;;2;36090316;;;;;-;;Singapore;0;2;2017-10-01 00.00.00;Pre-Seed;0;1;0,022727273;1;0,027027027
Syngenta Ventures;2018-09-01 00.00.00;BioPhero;Life Science;BioTech;3;2800;Hovedstaden;22000000;avisen.dk;2;38109340;1655000;5136000;-1600000;-3590000;DKK;;SG;1;1;2018-09-01 00.00.00;Seed;0;1;0,022727273;1;0,027027027
Skandiviska Enskilda Banken;2018-01-01 00.00.00;Cardlay;IT;Fintech;23;5230;Syddanmark;30000000;techsavvy.media;2;37447285;-9655000;-6046000;-7450000;;DKK;;SEB;1;1;2016-12-01 00.00.00;Early-Bridge;0;2;0,045454545;2;0,054054054
Skandiviska Enskilda Banken;2019-11-01 00.00.00;Cardlay;IT;Fintech;23;5230;Syddanmark;70000000;fins.dk;3;37447285;-9655000;-6046000;-7450000;;DKK;;SEB;1;2;2016-12-01 00.00.00;Early-Bridge;0;2;0,045454545;2;0,054054054
Kinnevik;2018-05-01 00.00.00;Pleo;IT;Fintech;50;2200;Hovedstaden;103000000;fins.dk;4;36538686;-18463000;-52417000;-156809000;;DKK;;SE,Seedcamp;1;3;2016-09-01 00.00.00;Late-stage;0;3;0,068181818;3;0,081081081
Creandum;2018-11-01 00.00.00;Good Monday;IT;SaaS/Enterprise solutions;9;1717;Hovedstaden;12000000;berlingske.dk;2;39292386;-3719000;631000;;;DKK;;SE,Seed Capital;1;1;2018-11-01 00.00.00;Seed;1009,013456;11;0,25;11;0,297297297
Creandum;2017-06-01 00.00.00;RFRSH Entertainment;IT;E-sport;3;2450;Hovedstaden;54000000;techsavvy.media;1;38074466;-67040000;49177000;13713000;;DKK;;SE;0;1;2016-12-01 00.00.00;Early-Bridge;1009,013456;11;0,25;11;0,297297297
Creandum;2019-05-01 00.00.00;Pleo;IT;Fintech;50;2200;Hovedstaden;375000000;berlingske.dk;4;36538686;-18463000;-52417000;-156809000;;DKK;;SE;1;3;2016-09-01 00.00.00;Growth;1009,013456;11;0,25;11;0,297297297
Creandum;2019-01-01 00.00.00;Toitware;IT;Social/Platform Software;9;8000;Midtjylland;23000000;digitalinnovationfestival.dk;1;38984594;1129000;2359000;2595000;;DKK;;SE;0;1;2019-01-01 00.00.00;Seed;1009,013456;11;0,25;11;0,297297297
Creandum;2017-06-01 00.00.00;Planday;IT;SaaS/Enterprise solutions;59;2300;Hovedstaden;93000000;techsavvy.media;3;27666248;15794000;25232000;;50206000;DKK;;SE;0;3;2014-05-01 00.00.00;Early-stage;1009,013456;11;0,25;11;0,297297297
Creandum;2018-11-01 00.00.00;RFRSH Entertainment;IT;E-sport;12;2450;Hovedstaden;74500000;vf.dk;3;38074466;-67040000;49177000;13713000;;DKK;;SE;2;1;2016-12-01 00.00.00;Early-Bridge;1009,013456;11;0,25;11;0,297297297
Creandum;2018-08-01 00.00.00;Planday;IT;SaaS/Enterprise solutions;83;2300;Hovedstaden;261000000;børsen.dk;5;27666248;15794000;25232000;;50206000;DKK;;SE;0;5;2014-05-01 00.00.00;Late-stage;1009,013456;11;0,25;11;0,297297297
Creandum;2018-05-01 00.00.00;Pleo;IT;Fintech;50;2200;Hovedstaden;103000000;fins.dk;4;36538686;-18463000;-52417000;-156809000;;DKK;;SE;1;3;2016-09-01 00.00.00;Late-stage;1009,013456;11;0,25;11;0,297297297
